"","Primary Type","Location Description","Arrest","Domestic","District","Hour","DayofWeek"
"9569","Theft","Business/Retail/Resturant","No","No","1","13","Thursday"
"9570","Damage","Street","No","No","7","14","Tuesday"
"9571","Theft","Business/Retail/Resturant","No","No","1","0","Tuesday"
"9572","Fraud","Other","No","No","18","12","Friday"
"9573","Drugs/Alcohol","Street","Yes","No","7","18","Saturday"
"9574","Fraud","Business/Retail/Resturant","No","No","18","7","Friday"
"9575","Battery","Street","Yes","No","11","13","Thursday"
"9576","Damage","Residential","No","No","9","19","Saturday"
"9577","Damage","Business/Retail/Resturant","No","No","17","15","Wednesday"
"9578","Other","Residential","No","No","5","15","Sunday"
"9579","Disturbing the Peace","Street","Yes","No","3","20","Friday"
"9580","Auto Theft","Street","No","No","11","7","Thursday"
"9581","Damage","Street","No","No","1","2","Friday"
"9582","Damage","Residential","No","No","7","16","Thursday"
"9583","Robbery","Business/Retail/Resturant","No","No","12","16","Friday"
"9584","Theft","Business/Retail/Resturant","No","No","16","18","Monday"
"9585","Other","Residential","No","Yes","22","0","Wednesday"
"9586","Fraud","Other","No","No","1","0","Saturday"
"9587","Theft","Residential","No","No","18","15","Friday"
"9588","Theft","Other","No","No","12","11","Friday"
"9589","Trespass","Vehicle/Boat","Yes","No","25","23","Wednesday"
"9590","Assault","Street","Yes","Yes","7","6","Saturday"
"9591","Assault","Street","No","No","11","19","Wednesday"
"9592","Theft","Business/Retail/Resturant","No","No","12","21","Saturday"
"9593","Assault","Residential","No","No","6","12","Tuesday"
"9594","Trespass","Street","No","No","1","19","Tuesday"
"9595","Assault","Residential","No","No","2","16","Monday"
"9596","Trespass","Business/Retail/Resturant","Yes","No","25","10","Sunday"
"9597","Burglary","Residential","No","No","16","7","Tuesday"
"9598","Robbery","Street","No","No","12","21","Thursday"
"9599","Theft","Business/Retail/Resturant","No","No","20","21","Thursday"
"9600","Battery","Street","No","No","11","1","Sunday"
"9601","Theft","Street","No","No","17","16","Friday"
"9602","Fraud","Residential","No","No","25","5","Friday"
"9603","Theft","Residential","No","No","6","10","Thursday"
"9604","Assault","Street","No","No","9","20","Sunday"
"9605","Homicide","Residential","Yes","Yes","3","8","Saturday"
"9606","Auto Theft","Street","No","No","12","13","Friday"
"9607","Damage","Street","No","No","17","2","Saturday"
"9608","Damage","Street","No","No","18","16","Friday"
"9609","Battery","Street","No","No","22","16","Tuesday"
"9610","Fraud","Residential","No","No","22","12","Tuesday"
"9611","Theft","Business/Retail/Resturant","No","No","18","20","Thursday"
"9612","Battery","Residential","No","Yes","8","11","Sunday"
"9613","Battery","Street","No","Yes","2","23","Sunday"
"9614","Battery","Street","No","No","8","9","Wednesday"
"9615","Battery","Residential","Yes","Yes","11","2","Friday"
"9616","Burglary","Residential","No","No","9","13","Monday"
"9617","Theft","School/College","No","No","7","14","Thursday"
"9618","Auto Theft","Street","No","No","11","7","Monday"
"9619","Battery","Residential","No","Yes","11","16","Monday"
"9620","Battery","Business/Retail/Resturant","No","Yes","20","5","Thursday"
"9621","Battery","Street","No","No","24","14","Saturday"
"9622","Battery","Street","No","No","10","17","Wednesday"
"9623","Other","Residential","No","No","2","20","Monday"
"9624","Damage","Residential","Yes","No","4","22","Friday"
"9625","Battery","Residential","No","Yes","7","18","Saturday"
"9626","Damage","Residential","No","No","25","15","Monday"
"9627","Damage","Street","No","No","14","17","Sunday"
"9628","Robbery","Street","Yes","No","12","17","Tuesday"
"9629","Assault","Street","No","No","17","17","Wednesday"
"9630","Other","Residential","No","Yes","15","20","Wednesday"
"9631","Damage","Residential","No","No","22","5","Sunday"
"9632","Theft","Public Transportation","No","No","1","16","Tuesday"
"9633","Fraud","Other","No","No","1","9","Sunday"
"9634","Theft","Street","No","No","2","21","Wednesday"
"9635","Battery","School/College","Yes","Yes","22","8","Wednesday"
"9636","Battery","Residential","No","Yes","6","21","Monday"
"9637","Theft","Residential","No","No","12","23","Friday"
"9638","Theft","Street","No","No","1","11","Sunday"
"9639","Theft","Residential","No","No","2","11","Monday"
"9640","Theft","Business/Retail/Resturant","No","No","4","16","Sunday"
"9641","Theft","Street","No","No","9","20","Wednesday"
"9642","Disturbing the Peace","Vehicle/Boat","Yes","No","5","12","Tuesday"
"9643","Battery","Street","No","No","9","21","Saturday"
"9644","Battery","Residential","No","No","11","22","Saturday"
"9645","Sexual","Residential","No","Yes","14","23","Tuesday"
"9646","Damage","Street","No","No","9","2","Wednesday"
"9647","Theft","Business/Retail/Resturant","Yes","No","16","17","Friday"
"9648","Theft","Business/Retail/Resturant","Yes","No","6","12","Monday"
"9649","Drugs/Alcohol","Street","Yes","No","15","19","Friday"
"9650","Battery","Residential","Yes","Yes","6","4","Tuesday"
"9651","Battery","Residential","Yes","Yes","17","15","Wednesday"
"9652","Drugs/Alcohol","Street","Yes","No","11","9","Tuesday"
"9653","Burglary","Residential","No","No","18","15","Friday"
"9654","Battery","Residential","No","Yes","16","12","Tuesday"
"9655","Other","Other","Yes","No","11","10","Tuesday"
"9656","Theft","Residential","No","No","22","3","Wednesday"
"9657","Theft","Business/Retail/Resturant","No","No","25","21","Wednesday"
"9658","Damage","Public Transportation","Yes","No","10","20","Saturday"
"9659","Disturbing the Peace","Street","Yes","No","5","15","Saturday"
"9660","Robbery","Street","No","No","4","0","Monday"
"9661","Theft","Business/Retail/Resturant","No","No","20","13","Sunday"
"9662","Drugs/Alcohol","Street","Yes","No","10","12","Friday"
"9663","Fraud","Residential","No","No","5","0","Friday"
"9664","Drugs/Alcohol","Street","Yes","No","11","14","Saturday"
"9665","Battery","Street","No","Yes","8","22","Tuesday"
"9666","Robbery","Business/Retail/Resturant","No","No","9","0","Monday"
"9667","Assault","Residential","No","No","22","1","Sunday"
"9668","Battery","Street","No","Yes","6","18","Tuesday"
"9669","Battery","Street","No","Yes","12","17","Wednesday"
"9670","Robbery","Street","No","No","12","21","Saturday"
"9671","Theft","Business/Retail/Resturant","No","No","1","11","Saturday"
"9672","Theft","Business/Retail/Resturant","No","No","18","15","Saturday"
"9673","Theft","Business/Retail/Resturant","No","No","25","20","Wednesday"
"9674","Other","Vehicle/Boat","No","No","18","10","Thursday"
"9675","Assault","School/College","No","No","12","13","Thursday"
"9676","Damage","Residential","No","No","8","17","Wednesday"
"9677","Drugs/Alcohol","Street","Yes","No","4","20","Sunday"
"9678","Battery","School/College","Yes","No","8","11","Friday"
"9679","Auto Theft","Street","No","No","22","18","Monday"
"9680","Battery","Street","Yes","No","14","8","Wednesday"
"9681","Battery","Street","Yes","No","18","19","Friday"
"9682","Theft","Residential","No","No","4","23","Wednesday"
"9683","Theft","Vehicle/Boat","No","No","6","13","Thursday"
"9684","Fraud","Residential","No","No","18","13","Thursday"
"9685","Robbery","Street","Yes","No","22","10","Monday"
"9686","Battery","Other","No","No","1","17","Thursday"
"9687","Battery","Street","Yes","No","11","20","Wednesday"
"9688","Battery","Government Building/Land","No","No","19","19","Friday"
"9689","Battery","Residential","No","No","6","7","Monday"
"9690","Auto Theft","Street","No","No","17","5","Friday"
"9691","Theft","Business/Retail/Resturant","Yes","No","12","13","Thursday"
"9692","Damage","Residential","No","No","3","18","Saturday"
"9693","Theft","Residential","No","No","5","6","Thursday"
"9694","Fraud","Business/Retail/Resturant","No","No","25","11","Tuesday"
"9695","Damage","Residential","No","No","15","21","Friday"
"9696","Fraud","Residential","No","No","9","9","Friday"
"9697","Battery","Residential","No","Yes","4","4","Sunday"
"9698","Theft","Residential","No","Yes","5","19","Tuesday"
"9699","Assault","Street","No","Yes","16","15","Thursday"
"9700","Drugs/Alcohol","Street","Yes","No","5","13","Tuesday"
"9701","Assault","Residential","No","No","5","11","Saturday"
"9702","Battery","Residential","No","Yes","25","14","Wednesday"
"9703","Theft","Other","No","No","11","16","Tuesday"
"9704","Other","Residential","No","No","16","9","Saturday"
"9705","Theft","Residential","No","No","7","0","Wednesday"
"9706","Damage","Street","No","No","18","5","Sunday"
"9707","Theft","Business/Retail/Resturant","No","No","1","0","Tuesday"
"9708","Assault","School/College","No","No","8","16","Wednesday"
"9709","Battery","Residential","Yes","Yes","15","9","Saturday"
"9710","Auto Theft","Other","No","No","8","17","Tuesday"
"9711","Battery","Residential","No","Yes","1","19","Sunday"
"9712","Battery","Residential","No","Yes","17","4","Sunday"
"9713","Other","Residential","Yes","No","6","6","Thursday"
"9714","Battery","Street","No","Yes","4","11","Friday"
"9715","Theft","Street","No","No","6","15","Monday"
"9716","Battery","Residential","No","Yes","8","23","Friday"
"9717","Assault","Street","No","No","24","3","Saturday"
"9718","Battery","Street","No","No","5","15","Monday"
"9719","Drugs/Alcohol","Street","Yes","No","3","10","Monday"
"9720","Battery","Business/Retail/Resturant","Yes","No","6","11","Saturday"
"9721","Battery","Street","No","Yes","15","5","Tuesday"
"9722","Drugs/Alcohol","Street","Yes","No","2","14","Sunday"
"9723","Battery","Street","No","No","1","15","Thursday"
"9724","Theft","Residential","No","No","8","16","Friday"
"9725","Trespass","Residential","No","No","4","10","Wednesday"
"9726","Theft","Business/Retail/Resturant","No","No","1","12","Friday"
"9727","Burglary","Residential","No","No","6","4","Sunday"
"9728","Drugs/Alcohol","Street","Yes","No","9","0","Saturday"
"9729","Battery","Residential","No","Yes","9","23","Tuesday"
"9730","Damage","Residential","No","No","15","3","Sunday"
"9731","Theft","Street","No","No","14","10","Friday"
"9732","Auto Theft","Street","No","No","1","18","Tuesday"
"9733","Other","Other","No","Yes","8","22","Thursday"
"9734","Drugs/Alcohol","Residential","Yes","No","17","14","Tuesday"
"9735","Assault","Street","Yes","No","1","20","Friday"
"9736","Battery","Business/Retail/Resturant","No","No","11","21","Tuesday"
"9737","Fraud","Street","No","No","18","19","Friday"
"9738","Auto Theft","Street","No","No","25","13","Sunday"
"9739","Burglary","Other","No","No","5","22","Friday"
"9740","Other","School/College","No","No","22","13","Wednesday"
"9741","Battery","Residential","No","Yes","8","18","Wednesday"
"9742","Damage","Residential","No","No","8","5","Friday"
"9743","Damage","Residential","No","Yes","5","0","Thursday"
"9744","Drugs/Alcohol","Street","Yes","No","22","10","Friday"
"9745","Theft","Street","No","No","8","22","Wednesday"
"9746","Battery","Street","No","Yes","9","15","Sunday"
"9747","Other","Street","No","No","24","21","Wednesday"
"9748","Auto Theft","Street","No","No","6","8","Monday"
"9749","Homicide","Other","Yes","No","3","7","Saturday"
"9750","Battery","Airport","No","No","16","12","Friday"
"9751","Damage","Street","No","Yes","6","1","Monday"
"9752","Sexual","Public Transportation","No","No","7","8","Wednesday"
"9753","Damage","Residential","No","No","3","10","Saturday"
"9754","Fraud","Residential","No","No","7","9","Thursday"
"9755","Assault","Street","No","No","4","16","Monday"
"9756","Theft","Residential","No","No","22","5","Thursday"
"9757","Assault","Street","Yes","No","2","21","Thursday"
"9758","Theft","Public Transportation","No","No","8","16","Tuesday"
"9759","Theft","Street","No","No","18","18","Monday"
"9760","Theft","Street","No","No","14","0","Friday"
"9761","Battery","Street","No","Yes","15","18","Friday"
"9762","Drugs/Alcohol","Residential","Yes","No","8","20","Wednesday"
"9763","Other","Residential","No","Yes","4","20","Friday"
"9764","Fraud","Residential","No","No","12","2","Sunday"
"9765","Theft","Street","No","No","12","23","Saturday"
"9766","Theft","Residential","No","No","12","22","Thursday"
"9767","Damage","Vehicle/Boat","No","No","11","2","Saturday"
"9768","Assault","Residential","No","No","6","0","Thursday"
"9769","Theft","Residential","No","No","22","7","Sunday"
"9770","Fraud","Residential","No","No","25","15","Wednesday"
"9771","Fraud","Residential","No","No","25","18","Wednesday"
"9772","Theft","Street","No","No","6","17","Tuesday"
"9773","Theft","Business/Retail/Resturant","No","No","18","20","Wednesday"
"9774","Homicide","Street","No","No","5","18","Tuesday"
"9775","Drugs/Alcohol","Street","Yes","No","11","12","Friday"
"9776","Other","Residential","No","No","8","21","Sunday"
"9777","Battery","Business/Retail/Resturant","No","No","3","3","Thursday"
"9778","Battery","Street","No","No","1","12","Monday"
"9779","Other","Street","No","No","8","14","Saturday"
"9780","Assault","Residential","No","Yes","5","21","Saturday"
"9781","Fraud","Residential","No","No","19","9","Tuesday"
"9782","Fraud","Residential","No","No","20","9","Monday"
"9783","Fraud","Business/Retail/Resturant","No","No","1","17","Thursday"
"9784","Theft","Street","No","No","1","15","Sunday"
"9785","Battery","Street","No","Yes","7","22","Tuesday"
"9786","Battery","Residential","No","Yes","6","21","Wednesday"
"9787","Other","Street","Yes","No","4","15","Saturday"
"9788","Robbery","Street","No","No","19","5","Saturday"
"9789","Battery","Residential","Yes","No","5","19","Sunday"
"9790","Theft","Residential","No","No","6","11","Monday"
"9791","Other","Other","No","No","7","7","Wednesday"
"9792","Burglary","Residential","Yes","No","11","10","Sunday"
"9793","Battery","Residential","No","Yes","5","11","Sunday"
"9794","Theft","Business/Retail/Resturant","No","No","1","17","Tuesday"
"9795","Trespass","Residential","No","Yes","12","16","Monday"
"9796","Robbery","Street","No","No","6","6","Wednesday"
"9797","Theft","Street","No","No","8","10","Friday"
"9798","Theft","Other","No","No","4","11","Sunday"
"9799","Theft","Residential","No","No","16","20","Wednesday"
"9800","Assault","Business/Retail/Resturant","No","No","7","8","Wednesday"
"9801","Theft","Street","No","No","20","18","Monday"
"9802","Other","Residential","No","No","24","2","Wednesday"
"9803","Auto Theft","Street","No","No","4","19","Saturday"
"9804","Battery","Street","Yes","No","24","14","Sunday"
"9805","Battery","Medical/Hospital","No","No","8","6","Tuesday"
"9806","Damage","Street","No","No","11","2","Sunday"
